path,loaded,symbol_functions,scanned_functions,functions_with_unknown,analysis_failures,instructions,known,unknown,calls,unresolved_calls,has_main,main_reachable_functions,main_raw_dcir,main_external_calls,error,main_error
"/mnt/data/kos_corpus/dreamcast/2ndmix/2ndmix.elf",1,1219,1219,48,0,89563,89068,495,4377,1054,1,88,26,122,"",""
"/mnt/data/kos_corpus/dreamcast/basic/asserthnd/asserthnd.elf",1,1211,1211,41,0,87775,87404,371,4287,1022,1,3,0,2,"",""
"/mnt/data/kos_corpus/dreamcast/basic/breaking/breaking.elf",1,1214,1214,41,0,88596,88225,371,4329,1031,1,41,2,40,"",""
"/mnt/data/kos_corpus/dreamcast/basic/dma/speedtest/speedtest.elf",1,1209,1209,42,0,87879,87505,374,4297,1023,1,47,7,44,"",""
"/mnt/data/kos_corpus/dreamcast/basic/exec/exec.elf",1,1208,1208,41,0,87763,87392,371,4288,1020,1,92,5,109,"",""
"/mnt/data/kos_corpus/dreamcast/basic/exec/sub.elf",1,1207,1207,41,0,87715,87344,371,4281,1019,1,1,0,1,"",""
"/mnt/data/kos_corpus/dreamcast/basic/fpu/exc/fpu_exc.elf",1,1213,1213,45,0,88039,87660,379,4300,1031,1,59,4,61,"",""
"/mnt/data/kos_corpus/dreamcast/basic/memtest32/memtest32.elf",1,1210,1210,41,0,87962,87591,371,4304,1038,1,15,0,28,"",""
"/mnt/data/kos_corpus/dreamcast/basic/mmu/nullptr/nullptr.elf",1,1208,1208,41,0,87880,87509,371,4300,1021,1,27,3,31,"",""
"/mnt/data/kos_corpus/dreamcast/basic/mmu/pvrmap/pvrmap.elf",1,1207,1207,41,0,87960,87589,371,4304,1021,1,33,3,41,"",""
"/mnt/data/kos_corpus/dreamcast/basic/stackprotector/stackprotector.elf",1,1210,1210,41,0,87798,87427,371,4290,1021,1,52,4,45,"",""
"/mnt/data/kos_corpus/dreamcast/basic/stacktrace/stacktrace.elf",1,1208,1208,41,0,87720,87349,371,4282,1019,1,3,0,0,"",""
"/mnt/data/kos_corpus/dreamcast/basic/threading/atomics/atomics.elf",1,1218,1218,43,0,88661,88263,398,4350,1039,1,48,31,69,"",""
"/mnt/data/kos_corpus/dreamcast/basic/threading/barrier/barrier.elf",1,1216,1216,42,0,88509,88129,380,4346,1044,1,49,11,55,"",""
"/mnt/data/kos_corpus/dreamcast/basic/threading/compiler_tls/compiler_tls.elf",1,1208,1208,42,0,88001,87623,378,4310,1038,1,34,9,44,"",""
"/mnt/data/kos_corpus/dreamcast/basic/threading/general/general_threading_test.elf",1,1211,1211,41,0,88176,87805,371,4357,1074,1,43,2,92,"",""
"/mnt/data/kos_corpus/dreamcast/basic/threading/once/once_test.elf",1,1215,1215,41,0,88245,87874,371,4331,1027,1,56,2,52,"",""
"/mnt/data/kos_corpus/dreamcast/basic/threading/recursive_lock/rlock_test.elf",1,1210,1210,41,0,88056,87685,371,4339,1049,1,52,2,71,"",""
"/mnt/data/kos_corpus/dreamcast/basic/threading/reentrant_mutex/reentrant_mutex.elf",1,1214,1214,43,0,88297,87920,377,4331,1035,1,43,2,43,"",""
"/mnt/data/kos_corpus/dreamcast/basic/threading/rwsem/rwsem_test.elf",1,1223,1223,41,0,88826,88455,371,4400,1068,1,54,2,76,"",""
"/mnt/data/kos_corpus/dreamcast/basic/threading/spinlock_test/spinlock_test.elf",1,1210,1210,41,0,88349,87978,371,4318,1048,1,34,2,29,"",""
"/mnt/data/kos_corpus/dreamcast/basic/threading/tls/tls_test.elf",1,1220,1220,42,0,88646,88272,374,4371,1044,1,82,4,95,"",""
"/mnt/data/kos_corpus/dreamcast/basic/watchdog/watchdog.elf",1,1213,1213,42,0,87988,87614,374,4305,1033,1,61,2,62,"",""
