path,loaded,symbol_functions,scanned_functions,functions_with_unknown,analysis_failures,instructions,known,unknown,calls,unresolved_calls,has_main,main_reachable_functions,main_raw_dcir,main_external_calls,error,main_error
"dreamcast/kgl/benchmarks/tristripmark/tristripmark.elf",1,1276,1276,109,0,93742,90887,2855,4461,1072,1,54,242,58,"",""
"dreamcast/kgl/demos/blur/radial_blur.elf",1,1319,1319,122,0,96864,93699,3165,4635,1153,1,112,1399,112,"",""
"dreamcast/kgl/demos/mipmap/gl-mipmap.elf",1,1297,1297,110,0,95396,92572,2824,4505,1072,1,42,145,43,"",""
"dreamcast/kgl/demos/multitexture-arrays/gl-multitex-arrays.elf",1,1299,1299,102,0,105454,100329,5125,4550,1087,1,68,199,57,"",""
"dreamcast/kgl/demos/multitexture-elements/gl-multitex-elements.elf",1,1299,1299,102,0,105905,100742,5163,4565,1086,1,68,199,57,"",""
"dreamcast/kgl/demos/specular/specular.elf",1,1343,1343,147,0,102772,97134,5638,5313,1723,1,171,4084,712,"",""
"dreamcast/kgl/nehe/nehe02/nehe02.elf",1,1274,1274,108,0,93447,90605,2842,4451,1068,1,41,164,47,"",""
"dreamcast/kgl/nehe/nehe05/nehe05.elf",1,1284,1284,114,0,94014,90943,3071,4514,1123,1,46,193,47,"",""
"dreamcast/kgl/nehe/nehe06/nehe06.elf",1,1304,1304,116,0,95841,92791,3050,4571,1125,1,72,229,60,"",""
"dreamcast/kgl/nehe/nehe08/nehe08.elf",1,1312,1312,120,0,96310,93207,3103,4589,1137,1,113,1553,168,"",""
"dreamcast/kgl/nehe/nehe09/nehe09.elf",1,1305,1305,116,0,96102,93080,3022,4554,1099,1,136,1512,141,"",""
"dreamcast/kgl/nehe/nehe16/nehe16.elf",1,1315,1315,123,0,96449,93327,3122,4594,1137,1,139,1600,181,"",""
"dreamcast/kgl/nehe/nehe26/nehe26.elf",1,1290,1290,118,0,94393,91349,3044,4490,1079,1,116,1508,123,"",""
"dreamcast/libdream/320x240/320x240.elf",1,1207,1207,81,0,87884,86584,1300,4286,1020,1,53,213,57,"",""
"dreamcast/libdream/640x480/640x480.elf",1,1208,1208,81,0,87840,86540,1300,4285,1019,1,49,203,46,"",""
"dreamcast/libdream/cdfs/cdfs.elf",1,1208,1208,81,0,87901,86601,1300,4293,1026,1,30,47,42,"",""
"dreamcast/libdream/keyboard/keyboard.elf",1,1211,1211,81,0,88120,86820,1300,4301,1027,1,21,80,33,"",""
"dreamcast/libdream/lcd/lcd.elf",1,1210,1210,82,0,87922,86621,1301,4290,1021,1,22,86,27,"",""
"dreamcast/libdream/mouse/mouse.elf",1,1208,1208,81,0,87901,86601,1300,4292,1026,1,19,82,30,"",""
"dreamcast/libdream/rgb888/rgb888.elf",1,1208,1208,81,0,87825,86525,1300,4282,1019,1,21,182,14,"",""
"dreamcast/libdream/spu/spu.elf",1,1210,1210,81,0,87897,86597,1300,4295,1023,1,38,50,39,"",""
"dreamcast/libdream/ta/ta.elf",1,1211,1211,84,0,88048,86692,1356,4302,1025,1,46,131,48,"",""
"dreamcast/libdream/vmu/vmu.elf",1,1210,1210,81,0,88138,86838,1300,4300,1024,1,26,89,30,"",""
"dreamcast/library/library-test.elf",1,1216,1216,81,0,88478,87178,1300,4361,1043,1,60,126,95,"",""
"dreamcast/lightgun/basic/lightgun.elf",1,1210,1210,81,0,87964,86664,1300,4292,1021,1,42,118,31,"",""
"dreamcast/lua/basic/lua.elf",1,1968,1968,229,0,143845,140048,3797,7556,1692,1,177,455,139,"",""
"dreamcast/micropython/micropython.elf",1,1791,1791,99,0,123586,122190,1396,6035,1374,1,154,371,144,"",""
"dreamcast/modem/basic/basic.elf",1,1272,1272,83,0,92251,90949,1302,4745,1257,1,73,208,223,"",""
"dreamcast/modem/ppp/ppp.elf",1,1478,1478,95,0,113729,112406,1323,6341,1738,1,116,241,260,"",""
"dreamcast/network/basic/basic.elf",1,1358,1358,89,0,104549,103234,1315,5606,1442,1,16,78,14,"",""
"dreamcast/network/dns-client/dns-client.elf",1,1367,1367,89,0,106224,104909,1315,5692,1477,1,16,78,26,"",""
"dreamcast/network/httpd/httpd.elf",1,1371,1371,89,0,105960,104645,1315,5723,1488,1,30,117,32,"",""
"dreamcast/network/isp-settings/isp-settings.elf",1,1208,1208,81,0,88436,87136,1300,4339,1047,1,27,117,76,"",""
"dreamcast/network/ntp/ntp.elf",1,1375,1375,91,0,107183,105852,1331,5726,1482,1,61,142,75,"",""
"dreamcast/network/ping/ping.elf",1,1357,1357,89,0,104524,103209,1315,5602,1447,1,38,61,57,"",""
"dreamcast/network/ping6/ping.elf",1,1360,1360,89,0,105113,103798,1315,5615,1449,1,54,72,99,"",""
"dreamcast/network/speedtest/speedtest.elf",1,1368,1368,89,0,106266,104951,1315,5698,1472,1,33,116,41,"",""
"dreamcast/network/udpecho6/echo.elf",1,1362,1362,90,0,104950,103634,1316,5641,1462,1,91,161,147,"",""
"dreamcast/parallax/bubbles/bubbles.elf",1,1223,1223,91,0,89293,87500,1793,4366,1039,1,70,331,68,"",""
"dreamcast/parallax/delay_cube/delay_cube.elf",1,1227,1227,92,0,89048,87418,1630,4358,1028,1,76,440,65,"",""
"dreamcast/parallax/font/font.elf",1,1222,1222,86,0,89600,88128,1472,4401,1042,1,101,289,123,"",""
"dreamcast/parallax/raster_melt/raster_melt.elf",1,1616,1616,121,0,150738,147759,2979,5857,1522,1,279,1717,359,"",""
"dreamcast/parallax/rotocube/rotocube.elf",1,1226,1226,91,0,89768,87764,2004,4347,1029,1,74,783,60,"",""
"dreamcast/parallax/serpent_dma/serpent.elf",1,1250,1250,100,0,91531,89553,1978,4503,1076,1,109,606,137,"",""
"dreamcast/parallax/sinus/sinus.elf",1,1214,1214,83,0,88468,87045,1423,4320,1023,1,62,209,48,"",""
"dreamcast/png/example.elf",1,1464,1464,119,0,125198,122400,2798,5443,1240,1,76,170,84,"",""
"dreamcast/pthread/general/general_pthread_test.elf",1,1235,1235,81,0,89115,87815,1300,4444,1094,1,53,129,104,"",""
"dreamcast/pvr/bumpmap/bump.elf",1,1217,1217,85,0,88853,87492,1361,4353,1041,1,121,266,135,"",""
"dreamcast/pvr/cheap_shadow/shadow.elf",1,1213,1213,87,0,88370,86972,1398,4321,1043,1,46,176,41,"",""
"dreamcast/pvr/modifier_volume/modifier.elf",1,1214,1214,86,0,88729,87359,1370,4326,1043,1,45,162,40,"",""
"dreamcast/pvr/modifier_volume_tex/modifier.elf",1,1218,1218,87,0,89294,87903,1391,4367,1053,1,84,221,105,"",""
"dreamcast/pvr/modifier_volume_zclip/example.elf",1,1410,1410,118,0,118773,115297,3476,5261,1180,1,219,2605,227,"",""
"dreamcast/pvr/palette/4bpp/4bpp.elf",1,1208,1208,82,0,88080,86725,1355,4302,1026,1,67,217,60,"",""
"dreamcast/pvr/palette/8bpp/8bpp.elf",1,1208,1208,82,0,88068,86713,1355,4302,1026,1,67,217,60,"",""
"dreamcast/pvr/palette/wormhole/wormhole.elf",1,1212,1212,85,0,88451,86975,1476,4307,1027,1,68,223,61,"",""
"dreamcast/pvr/plasma/plasma.elf",1,1213,1213,85,0,88405,87017,1388,4308,1030,1,44,155,32,"",""
"dreamcast/pvr/pvrline/pvrline.elf",1,1209,1209,83,0,88485,87081,1404,4333,1043,1,72,351,71,"",""
"dreamcast/pvr/pvrmark/pvrmark.elf",1,1212,1212,86,0,88311,86962,1349,4317,1035,1,50,191,42,"",""
"dreamcast/pvr/pvrmark_strips/pvrmark_strips.elf",1,1212,1212,86,0,88355,87008,1347,4323,1038,1,50,191,42,"",""
"dreamcast/pvr/pvrmark_strips_direct/pvrmark_strips_direct.elf",1,1210,1210,83,0,88281,86928,1353,4311,1021,1,74,238,54,"",""
"dreamcast/pvr/texture_render/texture_render.elf",1,1212,1212,85,0,88400,86997,1403,4331,1036,1,82,227,78,"",""
"dreamcast/pvr/yuv_converter/YUV420/yuv420.elf",1,1209,1209,82,0,88243,86922,1321,4323,1031,1,92,191,90,"",""
"dreamcast/pvr/yuv_converter/YUV422/yuv422.elf",1,1210,1210,82,0,88324,87006,1318,4329,1037,1,93,187,96,"",""
"dreamcast/raylib/raytris/raytris.elf",1,2692,2692,359,0,228776,221510,7266,10111,2941,1,406,3944,709,"",""
"dreamcast/rumble/rumble.elf",1,1230,1230,89,0,90244,88719,1525,4463,1060,1,97,353,123,"",""
"dreamcast/sdl/sound/sdl_sound.elf",1,1409,1409,98,0,108785,107316,1469,4939,1223,1,129,282,118,"",""
"dreamcast/sound/cdda/basic_cdda/basic_cdda.elf",1,1208,1208,81,0,87906,86606,1300,4288,1021,1,31,108,33,"",""
"dreamcast/sound/ghettoplay-vorbis/ghettoplay.elf",1,1428,1428,165,0,128224,121286,6938,5454,1499,1,119,869,177,"",""
"dreamcast/sound/hello-adx/libADXplay.elf",1,1223,1223,82,0,89066,87765,1301,4369,1049,1,61,134,73,"",""
"dreamcast/sound/hello-mp3/mp3test.elf",1,1361,1361,147,0,111493,106612,4881,4787,1227,1,30,42,34,"",""
"dreamcast/sound/hello-ogg/vorbistest.elf",1,1324,1324,83,0,104123,102821,1302,4917,1265,1,50,126,67,"",""
"dreamcast/sound/hello-opus/opustest.elf",1,1417,1417,89,0,132852,131510,1342,5277,1263,1,47,127,65,"",""
"dreamcast/sound/multi-stream/multistream.elf",1,1221,1221,82,0,88709,87408,1301,4357,1046,1,56,213,74,"",""
"dreamcast/sound/sfx/sfx.elf",1,1208,1208,81,0,88077,86777,1300,4309,1037,1,59,226,62,"",""
"dreamcast/sound/sfxbuf/sfxbuf.elf",1,1209,1209,81,0,88298,86998,1300,4336,1050,1,67,235,102,"",""
"dreamcast/tsunami/banner/banner.elf",1,2006,2006,210,0,182483,178368,4115,7205,2004,1,382,2003,567,"",""
"dreamcast/tsunami/font/font.elf",1,1871,1871,177,0,171473,168042,3431,6613,1702,1,362,1977,470,"",""
