path,loaded,symbol_functions,scanned_functions,functions_with_unknown,analysis_failures,instructions,known,unknown,calls,unresolved_calls,has_main,main_reachable_functions,main_raw_dcir,main_external_calls,error,main_error
"/mnt/data/kos_demos/dreamcast/2ndmix/2ndmix.elf",1,1219,1219,0,0,105088,105088,0,5027,477,1,210,0,87,"",""
"/mnt/data/kos_demos/dreamcast/basic/asserthnd/asserthnd.elf",1,1211,1211,0,0,103287,103287,0,4934,475,1,6,0,2,"",""
"/mnt/data/kos_demos/dreamcast/basic/breaking/breaking.elf",1,1214,1214,0,0,104121,104121,0,4977,477,1,145,0,96,"",""
"/mnt/data/kos_demos/dreamcast/basic/dma/speedtest/speedtest.elf",1,1209,1209,0,0,103516,103516,0,4959,475,1,165,0,65,"",""
"/mnt/data/kos_demos/dreamcast/basic/exec/exec.elf",1,1208,1208,0,0,103284,103284,0,4936,475,1,189,0,88,"",""
"/mnt/data/kos_demos/dreamcast/basic/exec/sub.elf",1,1207,1207,0,0,103240,103240,0,4928,475,1,1,0,1,"",""
"/mnt/data/kos_demos/dreamcast/basic/fpu/exc/fpu_exc.elf",1,1213,1213,0,0,103564,103564,0,4947,477,1,176,0,98,"",""
"/mnt/data/kos_demos/dreamcast/basic/memtest32/memtest32.elf",1,1210,1210,0,0,103487,103487,0,4951,479,1,124,0,85,"",""
"/mnt/data/kos_demos/dreamcast/basic/mmu/nullptr/nullptr.elf",1,1208,1208,0,0,103404,103404,0,4947,475,1,113,0,63,"",""
"/mnt/data/kos_demos/dreamcast/basic/mmu/pvrmap/pvrmap.elf",1,1207,1207,0,0,103485,103485,0,4951,475,1,130,0,63,"",""
"/mnt/data/kos_demos/dreamcast/basic/stackprotector/stackprotector.elf",1,1210,1210,0,0,103321,103321,0,4937,475,1,141,0,85,"",""
"/mnt/data/kos_demos/dreamcast/basic/stacktrace/stacktrace.elf",1,1208,1208,0,0,103245,103245,0,4930,475,1,98,0,57,"",""
"/mnt/data/kos_demos/dreamcast/basic/threading/atomics/atomics.elf",1,1218,1218,0,0,104186,104186,0,4998,475,1,173,0,108,"",""
"/mnt/data/kos_demos/dreamcast/basic/threading/barrier/barrier.elf",1,1216,1216,0,0,104034,104034,0,4994,482,1,182,0,105,"",""
"/mnt/data/kos_demos/dreamcast/basic/threading/compiler_tls/compiler_tls.elf",1,1208,1208,0,0,103526,103526,0,4957,477,1,161,0,103,"",""
"/mnt/data/kos_demos/dreamcast/basic/threading/general/general_threading_test.elf",1,1211,1211,0,0,103701,103701,0,5004,476,1,142,0,98,"",""
"/mnt/data/kos_demos/dreamcast/basic/threading/once/once_test.elf",1,1215,1215,0,0,103770,103770,0,4980,479,1,182,0,103,"",""
"/mnt/data/kos_demos/dreamcast/basic/threading/recursive_lock/rlock_test.elf",1,1210,1210,0,0,103581,103581,0,4986,476,1,135,0,85,"",""
"/mnt/data/kos_demos/dreamcast/basic/threading/reentrant_mutex/reentrant_mutex.elf",1,1214,1214,0,0,103822,103822,0,4980,476,1,184,0,90,"",""
"/mnt/data/kos_demos/dreamcast/basic/threading/rwsem/rwsem_test.elf",1,1223,1223,0,0,104351,104351,0,5050,483,1,170,0,102,"",""
"/mnt/data/kos_demos/dreamcast/basic/threading/spinlock_test/spinlock_test.elf",1,1210,1210,0,0,103874,103874,0,4965,495,1,164,0,109,"",""
"/mnt/data/kos_demos/dreamcast/basic/threading/tls/tls_test.elf",1,1220,1220,0,0,104171,104171,0,5021,480,1,190,0,111,"",""
"/mnt/data/kos_demos/dreamcast/basic/watchdog/watchdog.elf",1,1213,1213,0,0,103513,103513,0,4952,481,1,181,0,98,"",""
"/mnt/data/kos_demos/dreamcast/cdrom/stream/cd-stream-test.elf",1,1210,1210,0,0,103649,103649,0,4980,480,1,138,0,90,"",""
